,user_id,game_link,elo,colour,opening,result,movements,total_time_player,total_time,early_times_mean,early_times_median,early_times_variance,early_times_max,early_times_min,mid_times_mean,mid_times_median,mid_times_variance,mid_times_max,mid_times_min,end_times_mean,end_times_median,end_times_variance,end_times_max,end_times_min,points_balance,taken_balance,aggressiveness
7963,ConwyCastle,https://lichess.org/HQqZgFe2,2208,Black,Indian Game: Budapest Defense,2,52,1150.0,1814.0,14.142857142857142,6.0,185.55102040816323,45.0,5.0,65.3,59.0,1241.21,150.0,4.0,49.75,40.5,2709.9375,180.0,5.0,4,2,2.0
7964,mrdimosthenis,https://lichess.org/mUBosPns,2068,White,"French Defense: Advance Variation, Milner-Barry Gambit",0,66,1338.0,2556.0,3.1,2.0,10.89,12.0,0.0,41.833333333333336,29.0,1701.6388888888887,116.0,3.0,80.5,25.5,11564.45,352.0,6.0,-3,-1,0.0
7965,An1111,https://lichess.org/mUBosPns,2157,Black,"French Defense: Advance Variation, Milner-Barry Gambit",2,66,1218.0,2556.0,5.8,4.0,12.559999999999999,13.0,3.0,45.916666666666664,40.0,1094.7430555555557,115.0,3.0,60.9,41.5,2134.0899999999997,147.0,8.0,3,1,0.5
7966,An1111,https://lichess.org/wTLy76I4,2154,White,Sicilian Defense: Kan Variation,2,51,313.0,977.0,12.714285714285714,12.0,71.63265306122449,25.0,2.0,13.3,13.0,64.00999999999999,27.0,2.0,11.375,10.5,20.984375,19.0,6.0,1,1,0.0
7967,alex08_koval,https://lichess.org/wTLy76I4,1940,Black,Sicilian Defense: Kan Variation,0,51,664.0,977.0,8.857142857142858,5.0,50.693877551020414,21.0,2.0,32.4,33.0,329.64,57.0,6.0,39.714285714285715,49.0,561.6326530612245,76.0,9.0,-1,-1,0.0
7968,nattyKing,https://lichess.org/9pJJkVIe,2075,White,French Defense: Knight Variation,0,98,826.0,2023.0,16.2,3.0,671.6266666666667,95.0,1.0,20.529411764705884,11.0,967.896193771626,134.0,0.0,14.625,7.0,378.109375,79.0,0.0,-1,-1,0.5
7969,An1111,https://lichess.org/9pJJkVIe,2147,Black,French Defense: Knight Variation,2,98,1197.0,2023.0,17.533333333333335,10.0,497.18222222222226,90.0,1.0,29.529411764705884,23.0,527.8961937716263,114.0,9.0,27.0,22.5,684.25,115.0,2.0,1,1,0.5
7970,An1111,https://lichess.org/0rXPNpGZ,2144,White,Italian Game: Anti-Fried Liver Defense,2,75,861.0,1958.0,10.272727272727273,7.0,83.65289256198346,33.0,2.0,16.928571428571427,10.0,315.4948979591836,65.0,2.0,42.583333333333336,30.5,1813.2430555555554,169.0,5.0,3,3,0.0
7971,SyedMahabuburRashid,https://lichess.org/0rXPNpGZ,1932,Black,Italian Game: Anti-Fried Liver Defense,0,75,1097.0,1958.0,14.818181818181818,12.0,118.87603305785123,33.0,3.0,38.92857142857143,14.0,4884.780612244897,276.0,4.0,35.36363636363637,22.0,1455.8677685950413,147.0,4.0,-3,-3,0.0
7972,Over2000elo,https://lichess.org/w7qrkPZC,1982,White,"Ruy Lopez: Closed Variations, Averbakh Variation",0,88,556.0,1350.0,8.384615384615385,4.0,128.85207100591714,45.0,1.0,19.8125,11.0,523.90234375,89.0,2.0,9.285714285714286,6.5,76.48979591836735,29.0,0.0,-2,-2,0.0
7973,An1111,https://lichess.org/w7qrkPZC,2139,Black,"Ruy Lopez: Closed Variations, Averbakh Variation",2,88,794.0,1350.0,10.307692307692308,5.0,124.82840236686391,36.0,1.0,25.3125,22.5,447.21484375,70.0,2.0,18.214285714285715,9.0,354.59693877551024,66.0,2.0,2,2,0.0
7974,An1111,https://lichess.org/0ldJz18y,2150,White,"Italian Game: Classical Variation, Albin Gambit",0,70,850.0,1464.0,9.7,5.0,74.61,30.0,2.0,31.307692307692307,32.0,347.4437869822485,78.0,5.0,31.454545454545453,32.0,473.88429752066116,68.0,4.0,-5,-1,0.0
7975,Bujnaksk,https://lichess.org/0ldJz18y,1941,Black,"Italian Game: Classical Variation, Albin Gambit",2,70,614.0,1464.0,8.4,4.0,77.84000000000002,31.0,2.0,20.307692307692307,10.0,443.13609467455626,70.0,2.0,24.181818181818183,30.0,152.87603305785126,43.0,5.0,5,1,2.0
7976,An1111,https://lichess.org/DFp9O0Ss,2157,White,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",0,54,498.0,1110.0,12.75,10.5,42.1875,27.0,7.0,23.9,24.0,98.28999999999999,40.0,9.0,19.625,17.0,164.484375,47.0,5.0,3,-1,0.0
7977,hamiiidd,https://lichess.org/DFp9O0Ss,2044,Black,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",2,54,612.0,1110.0,22.125,3.5,2165.609375,145.0,2.0,32.9,16.0,1740.0899999999997,152.0,6.0,13.25,11.5,124.9375,33.0,1.0,-3,1,2.0
7978,An1111,https://lichess.org/92HTiyQb,2170,White,"Italian Game: Classical Variation, Albin Gambit",0,36,950.0,1143.0,7.6,5.0,21.44,15.0,3.0,92.42857142857143,10.0,40967.95918367347,588.0,3.0,53.0,34.0,1852.4,138.0,23.0,3,1,0.0
7979,ajajajaj,https://lichess.org/92HTiyQb,1833,Black,"Italian Game: Classical Variation, Albin Gambit",2,36,193.0,1143.0,3.6,4.0,1.0400000000000003,5.0,2.0,10.857142857142858,5.0,187.26530612244895,43.0,1.0,19.8,12.0,276.96000000000004,52.0,6.0,-3,-1,0.0
7980,Grandedubbio,https://lichess.org/xhexMO0h,2213,White,"French Defense: Tarrasch, Eliskases Variation",2,37,292.0,574.0,1.0,1.0,0.8,2.0,0.0,32.0,5.0,2622.0,149.0,2.0,10.5,11.0,39.25,19.0,2.0,1,1,0.0
7981,An1111,https://lichess.org/xhexMO0h,2176,Black,"French Defense: Tarrasch, Eliskases Variation",0,37,282.0,574.0,9.4,10.0,16.24,13.0,2.0,17.0,6.0,268.57142857142856,46.0,5.0,23.2,6.0,597.3599999999999,64.0,3.0,-1,-1,0.0
7982,Mixasi,https://lichess.org/NpruY17k,2062,White,Bishop's Opening: Vienna Hybrid,0,60,606.0,1501.0,2.4444444444444446,1.0,7.580246913580248,10.0,1.0,28.727272727272727,12.0,1048.5619834710744,104.0,0.0,29.77777777777778,21.0,581.283950617284,80.0,1.0,-8,-2,0.0
7983,An1111,https://lichess.org/NpruY17k,2170,Black,Bishop's Opening: Vienna Hybrid,2,60,895.0,1501.0,5.666666666666667,5.0,9.555555555555554,12.0,2.0,38.36363636363637,33.0,717.3223140495867,108.0,7.0,46.888888888888886,50.0,1133.20987654321,120.0,8.0,8,2,0.0
7984,An1111,https://lichess.org/dt8x2FDj,2168,White,Sicilian Defense: Old Sicilian,2,99,655.0,907.0,13.866666666666667,10.0,159.31555555555556,52.0,2.0,19.5,13.0,270.47222222222223,66.0,3.0,6.0,4.0,37.125,28.0,2.0,-6,2,0.0
7985,busayomed,https://lichess.org/dt8x2FDj,1886,Black,Sicilian Defense: Old Sicilian,0,99,252.0,907.0,5.4,4.0,17.706666666666667,18.0,1.0,8.555555555555555,6.5,67.58024691358024,33.0,1.0,1.1333333333333333,1.0,0.7822222222222222,3.0,0.0,6,-2,2.0
7986,cSlava,https://lichess.org/jX4mAimX,1928,White,"King's Gambit Accepted, Bishop's Gambit",0,26,454.0,849.0,3.0,2.0,2.0,5.0,2.0,50.6,38.0,1885.8400000000001,116.0,5.0,48.0,29.0,1287.5,110.0,24.0,-1,-1,2.0
7987,An1111,https://lichess.org/jX4mAimX,2165,Black,"King's Gambit Accepted, Bishop's Gambit",2,26,395.0,849.0,27.333333333333332,16.0,624.888888888889,62.0,4.0,17.0,15.0,121.6,35.0,5.0,57.0,57.0,1348.0,107.0,7.0,1,1,2.0
7988,Human_Centipawn,https://lichess.org/52Tjr2fE,1848,White,"King's Gambit Accepted, Becker Defense",0,34,213.0,485.0,3.0,3.0,2.5,5.0,1.0,15.142857142857142,7.0,260.40816326530614,47.0,1.0,19.0,13.0,299.2,52.0,2.0,-3,-1,0.0
7989,An1111,https://lichess.org/52Tjr2fE,2162,Black,"King's Gambit Accepted, Becker Defense",2,34,272.0,485.0,11.25,5.0,159.6875,33.0,2.0,23.857142857142858,19.0,349.55102040816325,62.0,8.0,12.0,7.0,70.4,26.0,3.0,3,1,2.0
7990,An1111,https://lichess.org/SLnvlYJz,2173,White,Scandinavian Defense: Main Line,0,62,789.0,1285.0,16.88888888888889,16.0,78.09876543209877,29.0,3.0,24.09090909090909,22.0,104.44628099173555,38.0,5.0,37.2,27.0,1359.56,141.0,8.0,1,1,0.0
7991,PirateAttack1,https://lichess.org/SLnvlYJz,1959,Black,Scandinavian Defense: Main Line,2,62,496.0,1285.0,23.333333333333332,19.0,536.888888888889,82.0,4.0,16.272727272727273,10.0,164.74380165289256,52.0,6.0,10.7,10.0,16.810000000000002,19.0,5.0,-1,-1,0.0
7992,An1111,https://lichess.org/wUE5ckFp,2176,White,Sicilian Defense: Hyperaccelerated Fianchetto,1,143,1851.0,3565.0,22.681818181818183,14.5,404.6714876033057,81.0,5.0,35.68,20.0,1459.0176,134.0,4.0,19.166666666666668,14.0,251.7222222222222,65.0,4.0,0,0,0.5
7993,younes1988,https://lichess.org/wUE5ckFp,1971,Black,Sicilian Defense: Hyperaccelerated Fianchetto,1,143,1714.0,3565.0,20.727272727272727,12.5,349.198347107438,55.0,0.0,21.52,15.0,603.4496,120.0,1.0,31.304347826086957,12.0,6605.429111531193,410.0,2.0,0,0,0.5
7994,SamBaker,https://lichess.org/l1rzVU5l,2276,White,"English Opening: Agincourt Defense, Kurajica Defense",2,47,589.0,1242.0,13.0,10.5,67.66666666666667,31.0,6.0,37.888888888888886,32.0,790.7654320987654,90.0,4.0,21.25,19.0,156.1875,44.0,5.0,3,-1,0.0
7995,An1111,https://lichess.org/l1rzVU5l,2181,Black,"English Opening: Agincourt Defense, Kurajica Defense",0,47,653.0,1242.0,9.166666666666666,7.0,34.47222222222222,22.0,4.0,42.0,26.0,2203.777777777778,169.0,9.0,31.428571428571427,24.0,381.67346938775506,72.0,6.0,-3,1,0.0
7996,An1111,https://lichess.org/RFMaAZXt,2191,White,Slav Defense: Three Knights Variation,0,60,881.0,1615.0,17.22222222222222,14.0,215.06172839506175,51.0,3.0,38.27272727272727,27.0,1295.2892561983467,111.0,4.0,33.888888888888886,33.0,347.2098765432099,57.0,8.0,-2,0,2.0
7997,Anatoliy_Glamazdin,https://lichess.org/RFMaAZXt,2026,Black,Slav Defense: Three Knights Variation,2,60,734.0,1615.0,31.333333333333332,10.0,1799.111111111111,137.0,5.0,20.09090909090909,6.0,1580.6280991735534,144.0,3.0,25.666666666666668,18.0,676.0,88.0,3.0,2,0,0.0
7998,BAKANIMUS,https://lichess.org/Mu4DSDrl,1993,White,Queen's Gambit Declined: Normal Defense,0,56,1233.0,2000.0,39.75,13.0,3175.9375,160.0,2.0,69.4,26.0,5625.4400000000005,239.0,4.0,24.555555555555557,11.0,646.246913580247,89.0,8.0,-6,0,0.0
7999,An1111,https://lichess.org/Mu4DSDrl,2187,Black,Queen's Gambit Declined: Normal Defense,2,56,767.0,2000.0,18.75,14.0,263.9375,48.0,3.0,39.3,25.5,1722.0100000000002,143.0,4.0,24.88888888888889,20.0,345.43209876543216,72.0,9.0,6,0,0.0
8000,An1111,https://lichess.org/JuPXsjTB,2198,White,Slav Defense,0,76,1079.0,2477.0,16.545454545454547,13.0,275.1570247933885,58.0,3.0,31.5,21.0,1323.9642857142858,157.0,7.0,38.0,28.0,1398.8333333333333,106.0,5.0,-5,-1,0.0
8001,Khaledchesss,https://lichess.org/JuPXsjTB,1984,Black,Slav Defense,2,76,1398.0,2477.0,34.0,16.0,1614.1818181818182,132.0,1.0,62.785714285714285,53.5,2038.5969387755104,147.0,6.0,12.083333333333334,10.5,61.74305555555555,32.0,3.0,5,1,0.0
8002,NemojMeGasit,https://lichess.org/1v4CyXzu,2045,White,Hungarian Opening,0,60,548.0,955.0,3.0,2.0,2.0,6.0,2.0,15.545454545454545,8.0,235.15702479338844,54.0,2.0,38.888888888888886,39.0,896.320987654321,109.0,9.0,-2,0,0.0
8003,An1111,https://lichess.org/1v4CyXzu,2194,Black,Hungarian Opening,2,60,407.0,955.0,8.222222222222221,7.0,20.17283950617284,17.0,2.0,18.818181818181817,13.0,201.42148760330582,54.0,5.0,14.0,12.0,54.44444444444444,25.0,5.0,2,0,0.0
8004,An1111,https://lichess.org/CNydwLr6,2186,White,Sicilian Defense: Lasker-Pelikan Variation,2,67,1015.0,2321.0,17.3,3.5,1159.21,117.0,2.0,33.916666666666664,20.5,1158.4097222222222,132.0,3.0,39.54545454545455,19.0,1902.2479338842977,165.0,10.0,1,1,2.0
8005,Aslan_967,https://lichess.org/CNydwLr6,2180,Black,Sicilian Defense: Lasker-Pelikan Variation,0,67,1306.0,2321.0,26.4,8.0,1371.2399999999998,106.0,4.0,51.5,38.0,1360.75,128.0,10.0,42.4,40.5,901.8399999999999,94.0,3.0,-1,-1,0.5
8006,Svendra,https://lichess.org/a5s5wvCi,2148,White,"Queen's Gambit Declined: Exchange Variation, Positional Variation",1,117,1623.0,2963.0,16.27777777777778,10.0,555.422839506173,101.0,1.0,43.142857142857146,40.0,1222.0272108843537,125.0,5.0,22.31578947368421,16.0,495.90027700831035,76.0,1.0,-1,-1,0.5
8007,An1111,https://lichess.org/a5s5wvCi,2187,Black,"Queen's Gambit Declined: Exchange Variation, Positional Variation",1,117,1340.0,2963.0,15.833333333333334,8.5,285.69444444444446,70.0,3.0,31.80952380952381,20.0,658.3446712018141,102.0,5.0,21.5,15.0,226.91666666666666,70.0,5.0,1,1,0.5
8008,An1111,https://lichess.org/IKPzjD3E,2184,White,Modern Defense: Standard Line,2,121,1120.0,2433.0,22.05263157894737,12.0,404.9972299168974,73.0,2.0,24.047619047619047,13.0,441.7596371882085,71.0,3.0,9.8,6.0,54.760000000000005,28.0,3.0,4,4,0.0
8009,thejas1505,https://lichess.org/IKPzjD3E,1888,Black,Modern Defense: Standard Line,0,121,1313.0,2433.0,29.736842105263158,33.0,620.2991689750692,100.0,3.0,29.333333333333332,15.0,886.3174603174602,123.0,6.0,6.947368421052632,5.0,48.36565096952909,31.0,1.0,-4,-4,0.0
8010,hanykhalil,https://lichess.org/9rFNlBmp,2160,White,"English Opening: King's English Variation, Reversed Sicilian",2,89,1452.0,2662.0,37.69230769230769,6.0,2774.520710059172,183.0,2.0,41.25,27.0,1468.0625,127.0,1.0,20.133333333333333,9.0,771.448888888889,109.0,1.0,2,2,2.0
8011,An1111,https://lichess.org/9rFNlBmp,2192,Black,"English Opening: King's English Variation, Reversed Sicilian",0,89,1210.0,2662.0,26.846153846153847,12.0,1320.7455621301776,142.0,3.0,43.0,34.5,1668.25,173.0,8.0,12.357142857142858,8.0,103.65816326530611,37.0,2.0,-2,-2,2.0
8012,An1111,https://lichess.org/L6g12UdS,2189,White,"Sicilian Defense: Kan Variation, Knight Variation",2,107,1001.0,1827.0,18.5625,13.0,283.87109375,69.0,1.0,28.31578947368421,22.0,411.05817174515244,75.0,6.0,9.222222222222221,7.0,41.7283950617284,26.0,3.0,-3,1,1.0
8013,MATEMATICO,https://lichess.org/L6g12UdS,1942,Black,"Sicilian Defense: Kan Variation, Knight Variation",0,107,826.0,1827.0,8.1875,4.0,108.90234375,42.0,1.0,30.263157894736842,17.0,1847.87811634349,154.0,1.0,7.0588235294117645,5.0,41.93771626297578,23.0,1.0,3,-1,2.5
8014,An1111,https://lichess.org/52vcmBNA,2199,White,Sicilian Defense: Open,0,82,1473.0,2652.0,7.583333333333333,7.5,16.57638888888889,14.0,2.0,28.733333333333334,18.0,925.2622222222222,122.0,4.0,73.15384615384616,26.0,14706.437869822486,474.0,12.0,0,0,0.5
8015,behruzmamurov,https://lichess.org/52vcmBNA,2031,Black,Sicilian Defense: Open,2,82,1179.0,2652.0,3.1666666666666665,2.5,5.305555555555556,7.0,0.0,28.4,11.0,1536.773333333333,160.0,3.0,55.0,39.0,2405.846153846154,142.0,2.0,0,0,2.5
8016,SaracenPhalanx,https://lichess.org/5nmWtlsJ,2074,White,Italian Game,0,78,1413.0,2813.0,27.583333333333332,24.5,326.74305555555566,64.0,6.0,55.07142857142857,42.5,1480.6377551020412,129.0,4.0,25.916666666666668,13.5,716.7430555555555,91.0,4.0,-6,-2,0.0
8017,An1111,https://lichess.org/5nmWtlsJ,2194,Black,Italian Game,2,78,1400.0,2813.0,15.333333333333334,9.5,267.05555555555554,58.0,2.0,46.642857142857146,34.5,1957.3724489795918,184.0,5.0,46.916666666666664,29.5,2222.576388888889,148.0,3.0,6,2,0.0
8018,An1111,https://lichess.org/MhRJYByc,2189,White,Scandinavian Defense: Icelandic-Palme Gambit,2,35,293.0,504.0,4.5,4.0,2.75,7.0,3.0,24.285714285714285,18.0,332.7755102040816,64.0,6.0,17.5,19.0,49.25,27.0,8.0,2,0,2.0
8019,MaitrePims,https://lichess.org/MhRJYByc,2074,Black,Scandinavian Defense: Icelandic-Palme Gambit,0,35,211.0,504.0,2.0,1.5,3.5,5.0,0.0,14.857142857142858,11.0,384.4081632653061,61.0,0.0,19.8,15.0,111.75999999999999,38.0,9.0,-2,0,2.0
8020,An1111,https://lichess.org/qKBNqv7q,2184,White,Owen Defense,2,49,476.0,950.0,10.571428571428571,5.0,76.81632653061226,28.0,3.0,13.444444444444445,8.0,102.91358024691358,29.0,2.0,35.125,29.0,667.359375,82.0,6.0,0,0,0.0
8021,sunsenthil,https://lichess.org/qKBNqv7q,2022,Black,Owen Defense,0,49,474.0,950.0,11.857142857142858,10.0,159.55102040816328,40.0,2.0,18.333333333333332,6.0,1122.0,112.0,2.0,32.285714285714285,20.0,1188.4897959183675,109.0,1.0,0,0,0.0
8022,AlianaG,https://lichess.org/cTokutfB,1829,White,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense",0,130,628.0,1584.0,5.7,3.5,25.910000000000004,17.0,1.0,16.652173913043477,11.0,290.4877126654064,65.0,2.0,6.238095238095238,4.0,21.895691609977327,16.0,1.0,-5,-1,0.5
8023,An1111,https://lichess.org/cTokutfB,2182,Black,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense",2,130,956.0,1584.0,14.0,10.0,279.2,77.0,2.0,21.47826086956522,11.0,470.51039697542524,77.0,3.0,8.666666666666666,8.0,20.6984126984127,20.0,3.0,5,1,0.5
8024,Xlys,https://lichess.org/hojzDyi0,1831,White,Four Knights Game: Italian Variation,0,141,750.0,2019.0,13.818181818181818,6.0,225.51239669421486,58.0,2.0,10.92,7.0,117.19359999999999,44.0,2.0,7.521739130434782,6.0,41.81474480151229,28.0,1.0,-2,-2,2.5
8025,An1111,https://lichess.org/hojzDyi0,2180,Black,Four Knights Game: Italian Variation,2,141,1269.0,2019.0,13.090909090909092,7.0,171.7190082644628,56.0,2.0,19.28,17.0,209.0816,56.0,2.0,22.681818181818183,8.5,1895.9442148760334,214.0,2.0,2,2,0.5
8026,An1111,https://lichess.org/n8JroApe,2175,White,Caro-Kann Defense,2,41,204.0,307.0,3.6,3.0,1.44,5.0,2.0,11.625,11.5,28.984375,20.0,3.0,13.285714285714286,11.0,58.775510204081634,25.0,4.0,1,1,0.0
8027,Torero1981,https://lichess.org/n8JroApe,2087,Black,Caro-Kann Defense,0,41,103.0,307.0,2.8,4.0,5.36,5.0,0.0,5.0,4.0,12.0,13.0,1.0,8.166666666666666,10.0,25.472222222222218,14.0,1.0,-1,-1,0.0
8028,lapserdak,https://lichess.org/oV7LYEJc,1998,White,Ruy Lopez: Exchange Variation,1,29,122.0,271.0,3.3333333333333335,3.0,4.222222222222222,6.0,1.0,4.833333333333333,3.0,21.13888888888889,15.0,2.0,16.6,7.0,402.64,56.0,1.0,0,0,2.0
8029,An1111,https://lichess.org/oV7LYEJc,2178,Black,Ruy Lopez: Exchange Variation,1,29,149.0,271.0,2.6666666666666665,3.0,0.22222222222222224,3.0,2.0,9.0,7.5,50.0,20.0,2.0,21.75,19.0,336.6875,46.0,3.0,0,0,0.0
8030,An1111,https://lichess.org/ItFnLSNl,2175,White,Caro-Kann Defense,2,69,874.0,2123.0,16.5,9.0,412.65,74.0,3.0,36.84615384615385,12.0,1531.6686390532543,131.0,4.0,20.90909090909091,12.0,368.44628099173553,61.0,3.0,0,0,0.0
8031,lpavan,https://lichess.org/ItFnLSNl,1875,Black,Caro-Kann Defense,0,69,1249.0,2123.0,12.0,9.0,89.6,31.0,2.0,62.15384615384615,38.0,2728.437869822485,175.0,14.0,32.1,19.0,1168.8899999999999,123.0,5.0,0,0,0.0
8032,GnedovAlex,https://lichess.org/0LPgWWxs,1829,White,Italian Game: Hungarian Defense,0,82,543.0,1096.0,5.25,2.5,24.1875,17.0,1.0,15.933333333333334,13.0,214.99555555555557,59.0,2.0,18.53846153846154,12.0,402.5562130177514,77.0,2.0,-3,-1,0.5
8033,An1111,https://lichess.org/0LPgWWxs,2174,Black,Italian Game: Hungarian Defense,2,82,553.0,1096.0,7.166666666666667,5.5,31.138888888888886,23.0,2.0,13.666666666666666,10.0,128.0888888888889,42.0,2.0,20.153846153846153,10.0,462.130177514793,75.0,3.0,3,1,0.5
8034,sunsenthil,https://lichess.org/1G0UGqxr,1983,White,Horwitz Defense,2,75,502.0,1303.0,10.909090909090908,6.0,100.99173553719011,38.0,2.0,14.428571428571429,11.5,121.95918367346937,40.0,1.0,15.0,11.0,197.16666666666666,46.0,2.0,3,1,0.0
8035,An1111,https://lichess.org/1G0UGqxr,2184,Black,Horwitz Defense,0,75,801.0,1303.0,14.0,8.0,270.0,56.0,2.0,33.92857142857143,16.5,1716.4948979591834,161.0,3.0,15.636363636363637,9.0,243.32231404958674,51.0,1.0,-3,-1,0.0
8036,An1111,https://lichess.org/YbOgcM25,2183,White,Robatsch (Modern) Defense,2,81,545.0,1480.0,5.416666666666667,4.5,6.7430555555555545,11.0,2.0,22.666666666666668,21.0,277.42222222222216,58.0,1.0,10.76923076923077,10.0,46.485207100591715,24.0,3.0,7,3,0.5
8037,Eesan,https://lichess.org/YbOgcM25,1806,Black,Robatsch (Modern) Defense,0,81,935.0,1480.0,11.166666666666666,3.0,196.47222222222226,49.0,-1.0,35.6,26.0,1011.3066666666667,126.0,0.0,22.25,15.0,454.6875,63.0,1.0,-7,-3,0.5
8038,h_h_r,https://lichess.org/z7nY7h74,2061,White,Giuoco Piano,0,62,639.0,989.0,17.444444444444443,10.0,198.91358024691357,46.0,4.0,32.27272727272727,24.0,262.74380165289256,60.0,9.0,12.7,11.5,143.01000000000002,42.0,0.0,-4,-4,0.0
8039,An1111,https://lichess.org/z7nY7h74,2177,Black,Giuoco Piano,2,62,350.0,989.0,12.333333333333334,6.0,136.44444444444446,39.0,2.0,9.727272727272727,7.0,32.3801652892562,22.0,3.0,13.2,9.0,146.76,41.0,2.0,4,4,0.0
8040,An1111,https://lichess.org/NCqxX4y3,2174,White,Sicilian Defense: Hyperaccelerated Fianchetto,2,91,1057.0,1868.0,22.714285714285715,23.0,213.63265306122452,48.0,4.0,27.6875,23.0,775.33984375,120.0,3.0,19.733333333333334,19.0,379.9288888888889,73.0,2.0,4,0,0.5
8041,chanakyan,https://lichess.org/NCqxX4y3,1951,Black,Sicilian Defense: Hyperaccelerated Fianchetto,0,91,811.0,1868.0,15.071428571428571,10.5,152.4948979591837,43.0,2.0,22.75,15.0,788.1875,103.0,4.0,16.857142857142858,12.0,375.40816326530614,77.0,3.0,-4,0,0.5
8042,An1111,https://lichess.org/WWSpobY8,2179,White,Italian Game: Hungarian Defense,1,124,1233.0,2885.0,17.894736842105264,9.0,346.40997229916906,64.0,4.0,14.954545454545455,13.5,119.04338842975207,36.0,3.0,28.2,13.5,1102.3600000000001,150.0,3.0,0,0,2.5
8043,aguinaldo,https://lichess.org/WWSpobY8,1877,Black,Italian Game: Hungarian Defense,1,124,1652.0,2885.0,33.1578947368421,20.0,913.7119113573407,114.0,2.0,26.772727272727273,14.0,982.7210743801653,136.0,2.0,21.65,8.0,857.0274999999999,114.0,2.0,0,0,2.5
8044,aravinduk7,https://lichess.org/bMQksFTg,1881,White,Italian Game: Schilling-Kostic Gambit,0,41,176.0,335.0,5.6,4.0,11.440000000000001,11.0,2.0,13.875,8.5,200.859375,46.0,2.0,5.285714285714286,4.0,37.91836734693879,19.0,0.0,-9,-1,0.0
8045,An1111,https://lichess.org/bMQksFTg,2176,Black,Italian Game: Schilling-Kostic Gambit,2,41,159.0,335.0,4.8,4.0,7.360000000000001,8.0,2.0,9.375,7.0,61.484375,28.0,3.0,10.0,8.0,17.666666666666668,18.0,6.0,9,1,0.0
8046,Meddle1111,https://lichess.org/OrD47V8h,2016,White,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,1,127,1372.0,2608.0,27.0,11.0,1670.9,169.0,1.0,13.863636363636363,7.0,149.75413223140498,42.0,3.0,25.095238095238095,19.0,373.13378684807253,83.0,4.0,0,-2,0.5
8047,An1111,https://lichess.org/OrD47V8h,2179,Black,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,1,127,1236.0,2608.0,21.75,10.5,518.8875,72.0,2.0,16.318181818181817,10.0,209.03512396694217,55.0,2.0,22.1,14.0,415.19000000000005,78.0,1.0,0,2,2.5
8048,An1111,https://lichess.org/YyXkJG6j,2173,White,French Defense: Schlechter Variation,2,67,998.0,1294.0,15.5,9.0,163.65,38.0,3.0,39.333333333333336,25.0,1904.0555555555554,177.0,9.0,33.72727272727273,23.0,869.8347107438018,110.0,6.0,0,2,0.0
8049,BobLeeSwagger465,https://lichess.org/YyXkJG6j,2132,Black,French Defense: Schlechter Variation,0,67,296.0,1294.0,7.3,4.5,66.41,29.0,1.0,8.75,6.5,61.020833333333336,32.0,1.0,11.8,10.0,149.76000000000005,47.0,2.0,0,-2,0.0
8050,An1111,https://lichess.org/n3mCNLNG,2168,White,"Scandinavian Defense: Main Line, Mieses Variation",2,55,524.0,1383.0,13.875,4.5,424.359375,66.0,2.0,17.2,16.0,98.35999999999999,32.0,4.0,26.77777777777778,19.0,519.283950617284,71.0,5.0,8,0,0.0
8051,ansjovis86,https://lichess.org/n3mCNLNG,2012,Black,"Scandinavian Defense: Main Line, Mieses Variation",0,55,859.0,1383.0,9.875,5.5,184.609375,45.0,0.0,41.1,49.5,608.69,68.0,7.0,46.125,49.0,1142.109375,102.0,1.0,-8,0,0.0
8052,mehmoodmatrix,https://lichess.org/Q83mGbr1,1829,White,Ruy Lopez,0,74,1361.0,2246.0,17.818181818181817,12.0,306.5123966942149,64.0,3.0,37.30769230769231,27.0,912.3668639053254,114.0,7.0,56.666666666666664,48.0,2287.722222222222,143.0,3.0,-4,2,0.0
8053,An1111,https://lichess.org/Q83mGbr1,2166,Black,Ruy Lopez,2,74,885.0,2246.0,27.454545454545453,24.0,466.6115702479339,77.0,2.0,16.307692307692307,10.0,344.8284023668639,75.0,2.0,30.916666666666668,22.5,759.5763888888888,98.0,6.0,4,-2,0.0
8054,An1111,https://lichess.org/9lRabdMq,2160,White,King's Indian Defense: Zinnowitz Variation,2,87,1106.0,2371.0,19.615384615384617,14.0,301.31360946745565,58.0,3.0,35.4375,27.0,519.49609375,88.0,9.0,20.285714285714285,15.5,303.204081632653,62.0,2.0,1,1,0.0
8055,sabs,https://lichess.org/9lRabdMq,2060,Black,King's Indian Defense: Zinnowitz Variation,0,87,1265.0,2371.0,43.53846153846154,36.0,1002.7100591715977,99.0,2.0,27.625,21.5,532.109375,107.0,4.0,19.76923076923077,17.0,256.3313609467456,64.0,2.0,-1,-1,0.0
8056,h20089,https://lichess.org/5QGfDlTx,2083,White,Queen's Gambit Declined: Modern Variation,0,74,456.0,1095.0,6.636363636363637,4.0,58.23140495867769,24.0,0.0,20.384615384615383,19.0,313.31360946745565,59.0,2.0,9.833333333333334,10.0,50.30555555555555,23.0,1.0,0,0,0.5
